Order ID,Created At,Customer ID,Customer Email,Product Title,Variant Title,Quantity,Unit Price,Total Discount,Total,Financial Status,Country,Sales Channel
#4500,2025-09-01 17:25:56,CUST-00958,max.neumann284@example.com,Organic Cotton Tote,Navy,1,14.74,0.0,14.74,paid,DE,online_store
#4500,2025-09-01 17:25:56,CUST-00958,max.neumann284@example.com,Merino Wool Beanie,Oat,1,32.87,0.0,32.87,paid,DE,online_store
#1175,2025-09-01 17:37:48,CUST-00845,paul.klein150@example.com,Aurora Ceramic Mug,Black / 350ml,2,17.7,0.0,35.4,paid,NL,pos
#1175,2025-09-01 17:37:48,CUST-00845,paul.klein150@example.com,Organic Cotton Tote,Cream,1,14.96,0.0,14.96,paid,NL,pos
#2675,2025-09-01 17:58:26,CUST-00021,mia.schmidt157@example.com,Linen Throw Blanket,Rust,1,77.22,0.0,77.22,paid,GB,online_store
#2675,2025-09-01 17:58:26,CUST-00021,mia.schmidt157@example.com,Aurora Ceramic Mug,Sage / 350ml,1,17.62,0.0,17.62,paid,GB,online_store
#4135,2025-09-01 21:04:35,CUST-01313,luis.koch642@example.com,Linen Throw Blanket,Rust,1,78.33,0.0,78.33,paid,GB,online_store
#4002,2025-09-01 22:43:41,CUST-00336,felix.hoffmann205@example.com,Organic Cotton Tote,Navy,1,15.16,2.05,13.11,paid,AT,online_store
#1789,2025-09-02 07:47:08,CUST-00048,laura.schmidt3@example.com,Linen Throw Blanket,Rust,1,78.06,0.0,78.06,paid,,online_store
#1787,2025-09-02 10:53:30,CUST-01605,marie.braun7@example.com,Walnut Serving Board,Large,2,53.23,0.0,106.46,paid,DE,online_store
#3858,2025-09-02 11:42:58,CUST-00941,max.richter407@example.com,Linen Throw Blanket,Charcoal,1,80.27,0.0,80.27,paid,,online_store
#3858,2025-09-02 11:42:58,CUST-00941,max.richter407@example.com,Soy Wax Candle — Cedar,Single,1,23.3,0.0,23.3,paid,FR,online_store
#3858,2025-09-02 11:42:58,CUST-00941,max.richter407@example.com,Stoneware Dinner Plate Set,Set of 4,2,98.14,0.0,196.28,paid,FR,online_store
#4510,2025-09-02 12:06:09,CUST-01055,mia.mueller214@example.com,Linen Throw Blanket,Rust,1,78.21,16.26,61.95,paid,GB,online_store
#4510,2025-09-02 12:06:09,CUST-01055,mia.mueller214@example.com,Stoneware Dinner Plate Set,Set of 6,1,96.71,12.75,83.96,paid,GB,online_store
#1111,2025-09-02 12:56:48,CUST-01412,jonas.klein134@example.com,Recycled Glass Vase,Amber,1,43.09,0.0,43.09,paid,CH,pos
#1111,2025-09-02 12:56:48,CUST-01412,jonas.klein134@example.com,Merino Wool Beanie,Oat,1,31.57,0.0,31.57,paid,CH,pos
#1111,2025-09-02 12:56:48,CUST-01412,jonas.klein134@example.com,Aurora Ceramic Mug,White / 350ml,1,18.49,0.0,18.49,paid,CH,pos
#4479,2025-09-02 13:16:07,CUST-01417,noah.hoffmann205@example.com,Organic Cotton Tote,Cream,1,15.37,2.84,12.53,paid,DE,online_store
#1186,2025-09-02 13:37:33,CUST-01146,paul.weber984@example.com,Recycled Glass Vase,Amber,1,41.02,0.0,41.02,paid,DE,instagram
#4459,2025-09-02 13:52:43,CUST-01098,nina.schmidt62@example.com,Merino Wool Beanie,Oat,3,32.47,15.53,81.88,paid,DE,pos
#4346,2025-09-02 15:39:15,CUST-01548,felix.wolf762@example.com,Organic Cotton Tote,Navy,1,15.26,0.0,15.26,paid,,instagram
#4061,2025-09-02 16:06:22,CUST-00141,emma.fischer415@example.com,Recycled Glass Vase,Smoke,1,41.1,0.0,41.1,paid,GB,online_store
#4061,2025-09-02 16:06:22,CUST-00141,emma.fischer415@example.com,Recycled Glass Vase,Smoke,1,41.1,0.0,41.1,paid,GB,online_store
#4444,2025-09-02 17:03:38,CUST-00103,luis.wolf913@example.com,Stoneware Dinner Plate Set,Set of 4,1,95.68,17.86,77.82,paid,US,online_store
#4444,2025-09-02 17:03:38,CUST-00103,luis.wolf913@example.com,Stoneware Dinner Plate Set,Set of 4,1,95.68,17.86,77.82,paid,US,online_store
#2482,2025-09-02 17:32:19,CUST-00115,paul.krueger638@example.com,Walnut Serving Board,Small,3,53.9,0.0,161.7,paid,US,instagram
#4137,2025-09-02 17:58:19,CUST-00619,julia.braun412@example.com,Recycled Glass Vase,Amber,1,41.7,0.0,41.7,paid,DE,online_store
#1390,2025-09-02 19:12:55,CUST-01196,tom.schmidt56@example.com,Recycled Glass Vase,Smoke,1,41.51,0.0,41.51,paid,DE,instagram
#1008,2025-09-02 22:52:39,CUST-01007,max.wolf479@example.com,Aurora Ceramic Mug,Sage / 350ml,1,18.22,0.0,18.22,pending,CH,instagram
#4003,2025-09-03 11:50:14,CUST-01590,ben.neumann819@example.com,Aurora Ceramic Mug,White / 350ml,1,18.52,0.0,18.52,paid,CH,instagram
#1110,2025-09-03 12:28:59,CUST-00153,felix.fischer122@example.com,Recycled Glass Vase,Amber,1,41.13,0.0,41.13,paid,US,draft_order
#2113,2025-09-03 12:33:24,CUST-01594,sofia.schmidt368@example.com,Soy Wax Candle — Cedar,Set of 3,2,24.26,0.0,48.52,paid,AT,online_store
#3220,2025-09-03 13:15:07,CUST-01334,liam.schmidt752@example.com,Aurora Ceramic Mug,Sage / 350ml,1,17.49,4.08,13.41,paid,FR,online_store
#1936,2025-09-03 13:41:47,CUST-00485,liam.koch17@example.com,Organic Cotton Tote,Cream,1,14.94,0.0,14.94,paid,DE,online_store
#1936,2025-09-03 13:41:47,CUST-00485,liam.koch17@example.com,Soy Wax Candle — Cedar,Single,1,24.52,0.0,24.52,paid,DE,online_store
#2863,2025-09-03 16:33:13,CUST-00968,luis.becker363@example.com,Aurora Ceramic Mug,Black / 350ml,1,17.87,0.0,17.87,paid,DE,instagram
#1185,2025-09-03 20:17:56,CUST-01011,max.hartmann825@example.com,Linen Throw Blanket,Rust,1,78.2,0.0,78.2,pending,DE,online_store
#1185,2025-09-03 20:17:56,CUST-01011,max.hartmann825@example.com,Merino Wool Beanie,Forest,1,32.95,0.0,32.95,pending,DE,online_store
#2957,2025-09-04 11:49:24,CUST-00432,paul.mueller810@example.com,Linen Throw Blanket,Rust,1,78.49,0.0,78.49,paid,DE,online_store
#2109,2025-09-04 13:12:03,CUST-00264,erik.fischer160@example.com,Soy Wax Candle — Cedar,Single,1,24.6,0.0,24.6,pending,DE,online_store
#2109,2025-09-04 13:12:03,CUST-00264,erik.fischer160@example.com,Brass Pour-Over Stand,Standard,1,68.98,0.0,68.98,pending,DE,online_store
#2662,2025-09-04 14:11:20,CUST-00553,luis.braun238@example.com,Aurora Ceramic Mug,White / 350ml,1,17.62,0.0,17.62,paid,FR,pos
#3155,2025-09-04 15:09:35,CUST-01281,mia.koch978@example.com,Botanical Print A3,Olive,1,27.9,0.0,27.9,paid,GB,online_store
#4063,2025-09-04 16:31:05,CUST-00301,julia.fischer434@example.com,Recycled Glass Vase,Amber,1,42.04,0.0,42.04,paid,US,online_store
#4063,2025-09-04 16:31:05,CUST-00301,julia.fischer434@example.com,Soy Wax Candle — Cedar,Single,1,24.55,0.0,24.55,paid,US,online_store
#1997,2025-09-04 17:17:13,CUST-00497,ben.becker99@example.com,Botanical Print A3,Eucalyptus,1,28.63,0.0,28.63,paid,US,online_store
#1858,2025-09-04 21:43:25,CUST-00023,julia.richter882@example.com,Aurora Ceramic Mug,Sage / 350ml,3,18.04,0.0,54.12,paid,AT,instagram
#2228,2025-09-05 07:11:58,CUST-01640,ben.weber586@example.com,Linen Throw Blanket,Rust,1,80.93,0.0,80.93,paid,DE,online_store
#2491,2025-09-05 08:36:07,CUST-01634,laura.schwarz599@example.com,Walnut Serving Board,Large,2,54.68,14.56,94.8,refunded,US,instagram
#3060,2025-09-05 08:53:40,CUST-01005,laura.klein756@example.com,Soy Wax Candle — Cedar,Set of 3,1,23.84,0.0,23.84,paid,,pos
#3060,2025-09-05 08:53:40,CUST-01005,laura.klein756@example.com,Aurora Ceramic Mug,Black / 350ml,1,17.77,0.0,,paid,DE,pos
#4062,2025-09-05 14:23:19,CUST-01472,marie.richter546@example.com,Stoneware Dinner Plate Set,Set of 4,1,96.39,0.0,96.39,paid,NL,online_store
#4062,2025-09-05 14:23:19,CUST-01472,marie.richter546@example.com,Stoneware Dinner Plate Set,Set of 6,1,97.85,0.0,97.85,paid,NL,online_store
#2592,2025-09-05 15:11:13,CUST-00454,ben.neumann392@example.com,Recycled Glass Vase,Amber,2,42.11,0.0,84.22,paid,US,pos
#2592,2025-09-05 15:11:13,CUST-00454,ben.neumann392@example.com,Soy Wax Candle — Cedar,Single,1,24.22,0.0,24.22,paid,US,pos
#2629,2025-09-05 15:43:07,CUST-01027,luis.hartmann918@example.com,Soy Wax Candle — Cedar,Set of 3,1,23.8,0.0,23.8,PAID,NL,online_store
#2629,2025-09-05 15:43:07,CUST-01027,luis.hartmann918@example.com,Recycled Glass Vase,Amber,2,42.32,0.0,84.64,paid,NL,online_store
#2886,2025-09-05 17:35:28,CUST-00125,noah.mueller590@example.com,Merino Wool Beanie,Forest,1,31.19,0.0,31.19,paid,GB,instagram
#2886,2025-09-05 17:35:28,CUST-00125,noah.mueller590@example.com,Organic Cotton Tote,Navy,2,15.19,0.0,30.38,paid,GB,instagram
#2638,2025-09-05 20:30:03,CUST-00827,tom.wagner761@example.com,Stoneware Dinner Plate Set,Set of 6,1,98.56,23.75,74.81,paid,FR,online_store
#4386,2025-09-06 08:34:29,CUST-00654,luis.neumann213@example.com,Aurora Ceramic Mug,Black / 350ml,1,18.48,0.0,18.48,paid,US,online_store
#3598,2025-09-06 11:31:44,CUST-00078,laura.schmidt228@example.com,Aurora Ceramic Mug,Black / 350ml,1,17.51,0.0,17.51,paid,DE,online_store
#4463,2025-09-06 11:52:59,CUST-01366,anna.wagner379@example.com,Botanical Print A3,Eucalyptus,1,27.24,0.0,27.24,REFUNDED,DE,online_store
#4463,2025-09-06 11:52:59,CUST-01366,anna.wagner379@example.com,Merino Wool Beanie,Black,1,31.42,0.0,31.42,refunded,DE,online_store
#4348,2025-09-06 13:41:04,CUST-01234,clara.braun591@example.com,Linen Throw Blanket,Charcoal,1,80.0,15.26,64.74,pending,US,online_store
#4348,2025-09-06 13:41:04,CUST-01234,clara.braun591@example.com,Soy Wax Candle — Cedar,Set of 3,3,24.01,10.66,61.37,pending,US,online_store
#4474,2025-09-06 14:14:48,CUST-00213,marie.schmidt750@example.com,Merino Wool Beanie,Oat,1,32.37,0.0,32.37,paid,DE,online_store
#1902,2025-09-06 15:57:08,CUST-00905,paul.wagner496@example.com,Aurora Ceramic Mug,White / 350ml,2,18.48,7.66,29.3,paid,AT,draft_order
#3221,2025-09-06 17:11:00,CUST-01403,felix.richter705@example.com,Brass Pour-Over Stand,Standard,1,66.49,0.0,66.49,paid,US,online_store
#3221,2025-09-06 17:11:00,CUST-01403,felix.richter705@example.com,Linen Throw Blanket,Natural,1,81.07,0.0,81.07,paid,US,online_store
#3221,2025-09-06 17:11:00,CUST-01403,felix.richter705@example.com,Botanical Print A3,Eucalyptus,1,27.32,0.0,27.32,paid,US,online_store
#1604,2025-09-06 17:13:46,CUST-00246,anna.schwarz544@example.com,Botanical Print A3,Fern,1,28.5,0.0,28.5,paid,DE,online_store
#1604,2025-09-06 17:13:46,CUST-00246,anna.schwarz544@example.com,Botanical Print A3,Fern,1,28.5,0.0,28.5,paid,DE,online_store
#1794,2025-09-07 08:00:14,CUST-00028,julia.mueller501@example.com,Aurora Ceramic Mug,Black / 350ml,2,18.31,0.0,36.62,paid,DE,online_store
#2844,2025-09-07 10:04:52,CUST-00513,marie.hartmann567@example.com,Aurora Ceramic Mug,Black / 350ml,1,17.87,0.0,17.87,paid,AT,online_store
#3342,2025-09-07 13:32:01,CUST-00553,luis.braun238@example.com,Recycled Glass Vase,Amber,3,41.11,0.0,123.33,paid,FR,draft_order
#2182,2025-09-07 14:48:13,CUST-00671,luis.mueller801@example.com,Aurora Ceramic Mug,Black / 350ml,3,18.04,0.0,54.12,paid,FR,online_store
#3836,2025-09-07 16:16:38,CUST-00394,noah.wagner404@example.com,Linen Throw Blanket,Rust,1,80.74,0.0,80.74,paid,,online_store
#2134,2025-09-07 17:34:24,CUST-00087,sofia.neumann972@example.com,Recycled Glass Vase,Amber,1,42.95,0.0,42.95,paid,GB,online_store
#1157,2025-09-07 18:40:49,CUST-00951,tom.krueger871@example.com,Soy Wax Candle — Cedar,Set of 3,1,23.93,4.66,19.27,refunded,GB,online_store
#1157,2025-09-07 18:40:49,CUST-00951,tom.krueger871@example.com,Recycled Glass Vase,Amber,1,42.38,5.65,,refunded,GB,online_store
#1452,2025-09-07 19:19:08,CUST-01223,max.weber887@example.com,Organic Cotton Tote,Cream,1,15.03,2.19,12.84,paid,DE,online_store
#1871,2025-09-07 20:48:33,CUST-01510,nina.koch24@example.com,Soy Wax Candle — Cedar,Single,1,24.33,0.0,24.33,paid,AT,online_store
#1668,2025-09-08 02:20:15,CUST-00655,marie.richter93@example.com,Soy Wax Candle — Cedar,Single,1,23.98,0.0,23.98,paid,DE,online_store
#1933,2025-09-08 11:58:25,CUST-00760,luis.hartmann688@example.com,Organic Cotton Tote,Cream,1,14.98,0.0,14.98,paid,US,online_store
#4490,2025-09-08 13:13:40,CUST-01264,marie.neumann291@example.com,Recycled Glass Vase,Smoke,1,41.66,0.0,41.66,paid,DE,instagram
#3010,2025-09-08 15:50:20,CUST-00183,lena.fischer809@example.com,Organic Cotton Tote,Cream,1,15.42,3.47,11.95,paid,NL,instagram
#3010,2025-09-08 15:50:20,CUST-00183,lena.fischer809@example.com,Brass Pour-Over Stand,Standard,1,67.71,15.14,52.57,paid,NL,instagram
#3620,2025-09-08 16:33:28,CUST-00815,tom.hartmann77@example.com,Merino Wool Beanie,Oat,1,31.69,0.0,31.69,paid,FR,draft_order
#1389,2025-09-09 08:29:46,CUST-00723,mia.braun843@example.com,Aurora Ceramic Mug,Sage / 350ml,1,17.73,0.0,17.73,paid,GB,draft_order
#3246,2025-09-09 13:05:11,CUST-00500,nina.koch232@example.com,Merino Wool Beanie,Forest,1,31.7,0.0,31.7,paid,DE,online_store
#3053,2025-09-09 13:43:33,CUST-01363,felix.schmidt292@example.com,Soy Wax Candle — Cedar,Set of 3,1,24.03,0.0,24.03,paid,US,draft_order
#2543,2025-09-09 14:20:09,CUST-01619,laura.hoffmann87@example.com,Botanical Print A3,Eucalyptus,2,28.03,12.34,43.72,paid,DE,instagram
#1884,2025-09-09 17:11:26,CUST-01049,luis.schwarz700@example.com,Aurora Ceramic Mug,Sage / 350ml,1,18.34,0.0,18.34,refunded,US,online_store
#1261,2025-09-09 17:13:05,CUST-01557,julia.wolf693@example.com,Aurora Ceramic Mug,Black / 350ml,3,17.61,11.68,41.15,paid,DE,online_store
#1009,2025-09-09 17:25:07,CUST-01445,luis.mueller33@example.com,Walnut Serving Board,Small,1,54.21,0.0,54.21,paid,CH,online_store
#3386,2025-09-09 23:46:35,CUST-00750,clara.braun873@example.com,Botanical Print A3,Eucalyptus,2,27.81,0.0,55.62,paid,US,online_store
#3386,2025-09-09 23:46:35,CUST-00750,clara.braun873@example.com,Soy Wax Candle — Cedar,Set of 3,1,24.59,0.0,24.59,paid,US,online_store
#1004,2025-09-10 05:53:32,CUST-00421,tom.weber141@example.com,Brass Pour-Over Stand,Standard,2,68.92,34.44,103.4,paid,DE,online_store
#3281,2025-09-10 07:31:54,CUST-01556,erik.becker437@example.com,Soy Wax Candle — Cedar,Set of 3,1,24.5,0.0,24.5,paid,DE,online_store
#3281,2025-09-10 07:31:54,CUST-01556,erik.becker437@example.com,Aurora Ceramic Mug,Sage / 350ml,1,17.69,0.0,17.69,paid,DE,online_store
#1005,2025-09-10 07:56:43,CUST-01587,sofia.hartmann238@example.com,Stoneware Dinner Plate Set,Set of 4,3,95.01,0.0,285.03,paid,US,online_store
#1005,2025-09-10 07:56:43,CUST-01587,sofia.hartmann238@example.com,Soy Wax Candle — Cedar,Set of 3,1,23.28,0.0,23.28,paid,US,online_store
#1005,2025-09-10 07:56:43,CUST-01587,sofia.hartmann238@example.com,Linen Throw Blanket,Natural,1,76.68,0.0,76.68,paid,US,online_store
#1495,2025-09-10 08:02:05,CUST-00087,sofia.neumann972@example.com,Recycled Glass Vase,Smoke,1,41.58,0.0,41.58,pending,GB,pos
#1257,2025-09-10 11:54:59,CUST-00189,laura.schwarz812@example.com,Aurora Ceramic Mug,White / 350ml,3,17.8,0.0,53.4,paid,NL,online_store
#1257,2025-09-10 11:54:59,CUST-00189,laura.schwarz812@example.com,Aurora Ceramic Mug,Black / 350ml,1,17.56,0.0,17.56,paid,NL,online_store
#3947,2025-09-10 12:25:18,CUST-01510,nina.koch24@example.com,Organic Cotton Tote,Navy,1,15.0,0.0,15.0,refunded,AT,online_store
#3421,2025-09-10 12:28:37,CUST-00941,max.richter407@example.com,Merino Wool Beanie,Black,1,31.39,0.0,31.39,paid,FR,online_store
#2977,2025-09-10 13:58:25,CUST-00021,mia.schmidt157@example.com,Aurora Ceramic Mug,Sage / 350ml,1,18.18,2.85,15.33,paid,GB,online_store
#2977,2025-09-10 13:58:25,CUST-00021,mia.schmidt157@example.com,Soy Wax Candle — Cedar,Single,1,23.43,2.43,21.0,paid,GB,online_store
#3347,2025-09-10 14:34:58,CUST-01405,felix.neumann422@example.com,Organic Cotton Tote,Navy,1,15.29,0.0,15.29,paid,US,pos
#1076,2025-09-10 14:46:59,CUST-01337,emma.braun136@example.com,Organic Cotton Tote,Cream,1,15.44,0.0,15.44,paid,US,online_store
#2789,2025-09-10 15:40:04,CUST-00357,paul.krueger830@example.com,Organic Cotton Tote,Navy,1,15.21,0.0,15.21,paid,GB,online_store
#3285,2025-09-10 17:11:00,CUST-01160,liam.weber645@example.com,Linen Throw Blanket,Charcoal,1,78.76,0.0,78.76,paid,US,draft_order
#2898,2025-09-10 19:04:59,CUST-00725,mia.fischer407@example.com,Botanical Print A3,Fern,1,27.71,0.0,27.71,paid,,online_store
#2044,2025-09-10 19:19:31,CUST-01074,sofia.fischer812@example.com,Stoneware Dinner Plate Set,Set of 6,1,94.97,10.7,84.27,paid,US,online_store
#1848,2025-09-10 19:20:46,CUST-00334,paul.krueger491@example.com,Merino Wool Beanie,Forest,1,31.4,0.0,31.4,paid,GB,instagram
#1848,2025-09-10 19:20:46,CUST-00334,paul.krueger491@example.com,Soy Wax Candle — Cedar,Set of 3,2,24.0,0.0,48.0,paid,GB,instagram
#3514,2025-09-10 19:40:27,CUST-00581,nina.richter527@example.com,Merino Wool Beanie,Forest,2,31.46,13.46,49.46,paid,CH,pos
#4048,2025-09-10 22:05:24,CUST-00227,luis.braun745@example.com,Merino Wool Beanie,Forest,1,31.53,0.0,31.53,paid,DE,online_store
#4048,2025-09-10 22:05:24,CUST-00227,luis.braun745@example.com,Aurora Ceramic Mug,Black / 350ml,1,18.12,0.0,18.12,paid,DE,online_store
#3133,2025-09-11 07:55:14,CUST-01444,tom.hartmann556@example.com,Recycled Glass Vase,Smoke,3,41.03,0.0,123.09,paid,US,online_store
#3133,2025-09-11 07:55:14,CUST-01444,tom.hartmann556@example.com,Aurora Ceramic Mug,Sage / 350ml,1,17.65,0.0,17.65,paid,US,online_store
#4093,2025-09-11 11:24:04,CUST-00760,luis.hartmann688@example.com,Organic Cotton Tote,Cream,1,15.03,0.0,15.03,paid,US,online_store
#4093,2025-09-11 11:24:04,CUST-00760,luis.hartmann688@example.com,Linen Throw Blanket,Rust,1,81.25,0.0,81.25,PAID,US,online_store
#4093,2025-09-11 11:24:04,CUST-00760,luis.hartmann688@example.com,Soy Wax Candle — Cedar,Set of 3,1,23.46,0.0,23.46,paid,US,online_store
#3765,2025-09-11 15:30:11,CUST-01324,lena.hoffmann466@example.com,Organic Cotton Tote,Cream,1,15.38,0.0,15.38,paid,DE,online_store
#3765,2025-09-11 15:30:11,CUST-01324,lena.hoffmann466@example.com,Stoneware Dinner Plate Set,Set of 4,1,96.04,0.0,96.04,paid,DE,online_store
#1145,2025-09-11 15:48:43,CUST-00671,luis.mueller801@example.com,Aurora Ceramic Mug,Black / 350ml,2,17.95,0.0,35.9,paid,FR,online_store
#3260,2025-09-11 16:57:14,CUST-00139,mia.koch501@example.com,Botanical Print A3,Olive,1,27.53,0.0,27.53,paid,US,online_store
#3260,2025-09-11 16:57:14,CUST-00139,mia.koch501@example.com,Botanical Print A3,Eucalyptus,1,27.51,0.0,27.51,paid,US,online_store
#3260,2025-09-11 16:57:14,CUST-00139,mia.koch501@example.com,Walnut Serving Board,Small,2,53.21,0.0,106.42,paid,US,online_store
#3305,2025-09-11 17:40:42,CUST-00070,noah.fischer708@example.com,Soy Wax Candle — Cedar,Single,1,24.47,0.0,24.47,paid,AT,pos
#3305,2025-09-11 17:40:42,CUST-00070,noah.fischer708@example.com,Linen Throw Blanket,Rust,2,77.39,0.0,154.78,paid,AT,pos
#3305,2025-09-11 17:40:42,CUST-00070,noah.fischer708@example.com,Soy Wax Candle — Cedar,Single,1,24.47,0.0,24.47,paid,AT,pos
#4405,2025-09-11 17:59:03,CUST-00271,ben.becker546@example.com,Soy Wax Candle — Cedar,Single,1,23.58,0.0,23.58,paid,FR,online_store
#3763,2025-09-12 10:11:31,CUST-01373,marie.wolf750@example.com,Recycled Glass Vase,Smoke,1,41.44,0.0,41.44,paid,US,online_store
#1098,2025-09-12 13:19:59,CUST-01560,felix.wagner701@example.com,Walnut Serving Board,Large,1,54.37,0.0,54.37,paid,AT,online_store
#1098,2025-09-12 13:19:59,CUST-01560,felix.wagner701@example.com,Organic Cotton Tote,Navy,1,14.65,0.0,14.65,paid,AT,online_store
#4210,2025-09-12 13:37:15,CUST-01026,mia.wagner795@example.com,Soy Wax Candle — Cedar,Set of 3,1,24.13,0.0,24.13,paid,US,online_store
#4210,2025-09-12 13:37:15,CUST-01026,mia.wagner795@example.com,Soy Wax Candle — Cedar,Set of 3,2,24.37,0.0,48.74,paid,US,online_store
#1447,2025-09-12 14:08:37,CUST-01431,mia.hartmann377@example.com,Organic Cotton Tote,Cream,2,15.14,0.0,30.28,paid,DE,instagram
#1447,2025-09-12 14:08:37,CUST-01431,mia.hartmann377@example.com,Brass Pour-Over Stand,Standard,1,66.44,0.0,66.44,paid,DE,instagram
#1447,2025-09-12 14:08:37,CUST-01431,mia.hartmann377@example.com,Soy Wax Candle — Cedar,Single,1,23.93,0.0,23.93,paid,DE,instagram
#4478,2025-09-12 15:16:28,CUST-00276,erik.krueger942@example.com,Soy Wax Candle — Cedar,Set of 3,1,24.36,0.0,24.36,paid,US,instagram
#1431,2025-09-12 15:53:11,CUST-01428,mia.wolf395@example.com,Botanical Print A3,Fern,1,28.1,0.0,28.1,paid,DE,online_store
#1431,2025-09-12 15:53:11,CUST-01428,mia.wolf395@example.com,Walnut Serving Board,Small,1,54.54,0.0,54.54,paid,DE,online_store
#1431,2025-09-12 15:53:11,CUST-01428,mia.wolf395@example.com,Aurora Ceramic Mug,White / 350ml,1,17.58,0.0,17.58,paid,DE,online_store
#4090,2025-09-12 16:45:05,CUST-01135,liam.wagner662@example.com,Merino Wool Beanie,Forest,1,31.49,0.0,31.49,paid,US,instagram
#3471,2025-09-12 17:05:16,CUST-00897,lena.hoffmann908@example.com,Recycled Glass Vase,Amber,1,41.25,0.0,41.25,paid,GB,online_store
#1773,2025-09-12 17:30:14,CUST-00120,luis.schmidt359@example.com,Stoneware Dinner Plate Set,Set of 6,3,97.13,0.0,291.39,paid,DE,online_store
#1773,2025-09-12 17:30:14,CUST-00120,luis.schmidt359@example.com,Aurora Ceramic Mug,White / 350ml,1,17.91,0.0,17.91,paid,DE,online_store
#4333,2025-09-12 18:50:35,CUST-00167,nina.mueller689@example.com,Linen Throw Blanket,Rust,1,80.21,0.0,80.21,paid,NL,online_store
#3941,2025-09-12 20:06:48,CUST-00183,lena.fischer809@example.com,Organic Cotton Tote,Navy,2,15.36,0.0,30.72,paid,NL,online_store
#2652,2025-09-12 20:08:54,CUST-00864,erik.koch699@example.com,Organic Cotton Tote,Cream,1,14.55,0.0,14.55,paid,AT,online_store
#4452,2025-09-12 21:47:30,CUST-00017,nina.wolf512@example.com,Soy Wax Candle — Cedar,Set of 3,1,23.53,0.0,23.53,paid,US,online_store
#4452,2025-09-12 21:47:30,CUST-00017,nina.wolf512@example.com,Merino Wool Beanie,Forest,1,32.46,0.0,32.46,paid,US,online_store
#1895,2025-09-13 07:46:53,CUST-00357,paul.krueger830@example.com,Aurora Ceramic Mug,Sage / 350ml,1,17.82,2.16,15.66,paid,GB,online_store
#1895,2025-09-13 07:46:53,CUST-00357,paul.krueger830@example.com,Walnut Serving Board,Small,3,53.38,39.38,120.76,paid,GB,online_store
#1895,2025-09-13 07:46:53,CUST-00357,paul.krueger830@example.com,Stoneware Dinner Plate Set,Set of 4,1,97.76,19.52,78.24,paid,GB,online_store
#1306,2025-09-13 08:23:36,CUST-00566,marie.schmidt975@example.com,Organic Cotton Tote,Cream,1,15.18,0.0,15.18,paid,DE,online_store
#1306,2025-09-13 08:23:36,CUST-00566,marie.schmidt975@example.com,Organic Cotton Tote,Navy,1,15.32,0.0,15.32,paid,DE,online_store
#1306,2025-09-13 08:23:36,CUST-00566,marie.schmidt975@example.com,Soy Wax Candle — Cedar,Single,1,23.32,0.0,23.32,paid,DE,online_store
#2919,2025-09-13 13:22:41,CUST-01305,erik.schwarz17@example.com,Merino Wool Beanie,Forest,1,31.61,0.0,31.61,paid,NL,instagram
#2169,2025-09-13 13:54:09,CUST-00965,jonas.koch423@example.com,Merino Wool Beanie,Black,1,31.51,0.0,31.51,refunded,CH,online_store
#2591,2025-09-13 14:06:47,CUST-01106,tom.schwarz19@example.com,Merino Wool Beanie,Forest,1,31.13,0.0,31.13,paid,US,online_store
#4491,2025-09-13 15:29:35,CUST-01503,anna.krueger781@example.com,Walnut Serving Board,Small,1,53.09,0.0,53.09,paid,DE,online_store
#3648,2025-09-13 15:37:38,CUST-01061,paul.braun785@example.com,Organic Cotton Tote,Navy,1,15.19,0.0,15.19,paid,GB,online_store
#2814,2025-09-13 17:42:06,CUST-01334,liam.schmidt752@example.com,Stoneware Dinner Plate Set,Set of 6,1,95.77,0.0,95.77,paid,FR,online_store
#2814,2025-09-13 17:42:06,CUST-01334,liam.schmidt752@example.com,Botanical Print A3,Olive,1,27.96,0.0,27.96,paid,FR,online_store
#2814,2025-09-13 17:42:06,CUST-01334,liam.schmidt752@example.com,Walnut Serving Board,Small,2,53.27,0.0,106.54,paid,FR,online_store
#3822,2025-09-13 18:45:50,CUST-01350,ben.richter382@example.com,Aurora Ceramic Mug,Sage / 350ml,1,17.46,3.84,13.62,paid,US,online_store
#2684,2025-09-13 19:40:52,CUST-00179,mia.koch935@example.com,Walnut Serving Board,Large,2,53.62,0.0,107.24,refunded,DE,instagram
#2202,2025-09-13 20:18:32,CUST-00804,clara.schwarz490@example.com,Soy Wax Candle — Cedar,Set of 3,1,24.1,0.0,24.1,paid,FR,online_store
#3910,2025-09-13 21:50:24,CUST-01090,felix.becker632@example.com,Linen Throw Blanket,Rust,2,80.08,0.0,160.16,paid,NL,instagram
#3910,2025-09-13 21:50:24,CUST-01090,felix.becker632@example.com,Recycled Glass Vase,Amber,1,41.99,0.0,41.99,paid,NL,instagram
#2727,2025-09-13 22:10:58,CUST-00358,anna.neumann564@example.com,Linen Throw Blanket,Charcoal,1,79.68,9.37,70.31,paid,US,pos
#2564,2025-09-13 23:08:49,CUST-00741,liam.koch52@example.com,Merino Wool Beanie,Oat,2,32.81,0.0,65.62,paid,AT,instagram
#1601,2025-09-14 08:23:06,CUST-00333,nina.wolf361@example.com,Soy Wax Candle — Cedar,Set of 3,3,23.99,0.0,71.97,paid,US,draft_order
